# module=highfre644
# component=frequency_window
# transition_family=bohr
# alpha=2.9999999999999999e-01
# bh_spin=6.9999999999999996e-01
# cloud_mass_fraction=5.0000000000000001e-03
# redshift=0.0000000000000000e+00
# luminosity_distance_m=3.0856775814913671e+19
# primary_mass_msun=1.0000000000000000e+00
# secondary_mass_msun=1.0000000000000002e-02
# transition_frequency_obs_hz=5.3809271737277893e+00
# time_frame=source_and_observer
# columns=t_source_s t_obs_s t_rel_obs_s h_backreacted_binary h_axion h_total h_pure_binary_template overlap_abs eccentricity mean_anomaly
1.073803571761278818e+03 1.073803571761278818e+03 -2.595502692223271879e+01 4.768152540776496651e-21 1.401981291265011552e-22 4.908350669902997830e-21 4.767307143587877076e-21 4.876873592284337589e-01 6.400536254884672260e-01 3.536161008631560253e+04
1.073805072615757126e+03 1.073805072615757126e+03 -2.595352606775441018e+01 1.164238104458383629e-20 1.414606905187361752e-22 1.178384173510257251e-20 1.164145721192305723e-20 4.876896448710126286e-01 6.400536111710544152e-01 3.536166076651101321e+04
1.073806573470235662e+03 1.073806573470235662e+03 -2.595202521327587419e+01 1.808308680195577895e-20 1.423600110091849021e-22 1.822544681296496280e-20 1.808242136953714735e-20 4.876919514286435775e-01 6.400535968536417153e-01 3.536171144670643844e+04
1.073808074324713971e+03 1.073808074324713971e+03 -2.595052435879756558e+01 2.113666284620288774e-20 1.428937778098602025e-22 2.127955662401274827e-20 2.113659864772117760e-20 4.876942789009727774e-01 6.400535825362289044e-01 3.536176212690185639e+04
1.073809575179192507e+03 1.073809575179192507e+03 -2.594902350431902960e+01 1.900734581827218029e-20 1.430606167424937425e-22 1.915040643501467483e-20 1.900789038334234386e-20 4.876966272876467334e-01 6.400535682188162045e-01 3.536181280709728162e+04
1.073811076033670815e+03 1.073811076033670815e+03 -2.594752264984072099e+01 1.297355479131133475e-20 1.428600957761893395e-22 1.311641488708752463e-20 1.297437055593622568e-20 4.876989965883106737e-01 6.400535539014033937e-01 3.536186348729269230e+04
1.073812576888149124e+03 1.073812576888149124e+03 -2.594602179536241238e+01 5.991048015876190087e-21 1.422927261464378892e-22 6.133340742022628328e-21 5.991796112877792740e-21 4.877013868026099375e-01 6.400535395839906938e-01 3.536191416748811025e+04
1.073814077742627660e+03 1.073814077742627660e+03 -2.594452094088387639e+01 1.874729353977378744e-22 1.413599610516335445e-22 3.288328964493714188e-22 1.880099882546756076e-22 4.877037979301898085e-01 6.400535252665778829e-01 3.536196484768353548e+04
1.073815578597105969e+03 1.073815578597105969e+03 -2.594302008640556778e+01 -3.796508465794461577e-21 1.400641919328855328e-22 -3.656444273861576208e-21 -3.796179068105117507e-21 4.877062299706940718e-01 6.400535109491651831e-01 3.536201552787894616e+04
1.073817079451584505e+03 1.073817079451584505e+03 -2.594151923192703180e+01 -6.175047579959043925e-21 1.384087423414010043e-22 -6.036638837617643132e-21 -6.174871531382904196e-21 4.877086829237670118e-01 6.400534966317523722e-01 3.536206620807437139e+04
1.073818580306062813e+03 1.073818580306062813e+03 -2.594001837744872319e+01 -7.395060742224770433e-21 1.363978594176852436e-22 -7.258662882807085542e-21 -7.394983722666135915e-21 4.877111567890515254e-01 6.400534823143396723e-01 3.536211688826978934e+04
1.073820081160541122e+03 1.073820081160541122e+03 -2.593851752297041457e+01 -7.858089506509852597e-21 1.340367029929074041e-22 -7.724052803516945452e-21 -7.858071514099163205e-21 4.877136515661908978e-01 6.400534679969268614e-01 3.536216756846520002e+04
1.073821582015019658e+03 1.073821582015019658e+03 -2.593701666849187859e+01 -7.854995776960694492e-21 1.313313323530062342e-22 -7.723664444607687623e-21 -7.855010715302146046e-21 4.877161672548281923e-01 6.400534536795140506e-01 3.536221824866062525e+04
1.073823082869497966e+03 1.073823082869497966e+03 -2.593551581401356998e+01 -7.578202382821665339e-21 1.282886906896232475e-22 -7.449913692132042774e-21 -7.578234214331173244e-21 4.877187038546045295e-01 6.400534393621013507e-01 3.536226892885604320e+04
1.073824583723976502e+03 1.073824583723976502e+03 -2.593401495953503400e+01 -7.149541543516348645e-21 1.249165872802304838e-22 -7.024624956236118372e-21 -7.149580756454629576e-21 4.877212613651625284e-01 6.400534250446885398e-01 3.536231960905146843e+04
